"name"	"description"	"page"
"omykiss_homolog_orthology_confidence"	"Rainbow trout orthology confidence [0 low, 1 high]"	"homologs"
"rnorvegicus_homolog_ensembl_gene"	"Rat gene stable ID"	"homologs"
"rnorvegicus_homolog_associated_gene_name"	"Rat gene name"	"homologs"
"rnorvegicus_homolog_ensembl_peptide"	"Rat protein or transcript stable ID"	"homologs"
"rnorvegicus_homolog_chromosome"	"Rat chromosome/scaffold name"	"homologs"
"rnorvegicus_homolog_chrom_start"	"Rat chromosome/scaffold start (bp)"	"homologs"
"rnorvegicus_homolog_chrom_end"	"Rat chromosome/scaffold end (bp)"	"homologs"
"rnorvegicus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"rnorvegicus_homolog_subtype"	"Last common ancestor with Rat"	"homologs"
"rnorvegicus_homolog_orthology_type"	"Rat homology type"	"homologs"
"rnorvegicus_homolog_perc_id"	"%id. target Rat gene identical to query gene"	"homologs"
"rnorvegicus_homolog_perc_id_r1"	"%id. query gene identical to target Rat gene"	"homologs"
"rnorvegicus_homolog_goc_score"	"Rat Gene-order conservation score"	"homologs"
"rnorvegicus_homolog_wga_coverage"	"Rat Whole-genome alignment coverage"	"homologs"
"rnorvegicus_homolog_orthology_confidence"	"Rat orthology confidence [0 low, 1 high]"	"homologs"
"vvulpes_homolog_ensembl_gene"	"Red fox gene stable ID"	"homologs"
"vvulpes_homolog_associated_gene_name"	"Red fox gene name"	"homologs"
"vvulpes_homolog_ensembl_peptide"	"Red fox protein or transcript stable ID"	"homologs"
"vvulpes_homolog_chromosome"	"Red fox chromosome/scaffold name"	"homologs"
"vvulpes_homolog_chrom_start"	"Red fox chromosome/scaffold start (bp)"	"homologs"
"vvulpes_homolog_chrom_end"	"Red fox chromosome/scaffold end (bp)"	"homologs"
"vvulpes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"vvulpes_homolog_subtype"	"Last common ancestor with Red fox"	"homologs"
"vvulpes_homolog_orthology_type"	"Red fox homology type"	"homologs"
"vvulpes_homolog_perc_id"	"%id. target Red fox gene identical to query gene"	"homologs"
"vvulpes_homolog_perc_id_r1"	"%id. query gene identical to target Red fox gene"	"homologs"
"vvulpes_homolog_goc_score"	"Red fox Gene-order conservation score"	"homologs"
"vvulpes_homolog_orthology_confidence"	"Red fox orthology confidence [0 low, 1 high]"	"homologs"
"pnattereri_homolog_ensembl_gene"	"Red-bellied piranha gene stable ID"	"homologs"
"pnattereri_homolog_associated_gene_name"	"Red-bellied piranha gene name"	"homologs"
"pnattereri_homolog_ensembl_peptide"	"Red-bellied piranha protein or transcript stable ID"	"homologs"
"pnattereri_homolog_chromosome"	"Red-bellied piranha chromosome/scaffold name"	"homologs"
"pnattereri_homolog_chrom_start"	"Red-bellied piranha chromosome/scaffold start (bp)"	"homologs"
"pnattereri_homolog_chrom_end"	"Red-bellied piranha chromosome/scaffold end (bp)"	"homologs"
"pnattereri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pnattereri_homolog_subtype"	"Last common ancestor with Red-bellied piranha"	"homologs"
"pnattereri_homolog_orthology_type"	"Red-bellied piranha homology type"	"homologs"
"pnattereri_homolog_perc_id"	"%id. target Red-bellied piranha gene identical to query gene"	"homologs"
"pnattereri_homolog_perc_id_r1"	"%id. query gene identical to target Red-bellied piranha gene"	"homologs"
"pnattereri_homolog_goc_score"	"Red-bellied piranha Gene-order conservation score"	"homologs"
"pnattereri_homolog_orthology_confidence"	"Red-bellied piranha orthology confidence [0 low, 1 high]"	"homologs"
"ecalabaricus_homolog_ensembl_gene"	"Reedfish gene stable ID"	"homologs"
"ecalabaricus_homolog_associated_gene_name"	"Reedfish gene name"	"homologs"
"ecalabaricus_homolog_ensembl_peptide"	"Reedfish protein or transcript stable ID"	"homologs"
"ecalabaricus_homolog_chromosome"	"Reedfish chromosome/scaffold name"	"homologs"
"ecalabaricus_homolog_chrom_start"	"Reedfish chromosome/scaffold start (bp)"	"homologs"
"ecalabaricus_homolog_chrom_end"	"Reedfish chromosome/scaffold end (bp)"	"homologs"
"ecalabaricus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ecalabaricus_homolog_subtype"	"Last common ancestor with Reedfish"	"homologs"
"ecalabaricus_homolog_orthology_type"	"Reedfish homology type"	"homologs"
"ecalabaricus_homolog_perc_id"	"%id. target Reedfish gene identical to query gene"	"homologs"
"ecalabaricus_homolog_perc_id_r1"	"%id. query gene identical to target Reedfish gene"	"homologs"
"ecalabaricus_homolog_goc_score"	"Reedfish Gene-order conservation score"	"homologs"
"ecalabaricus_homolog_orthology_confidence"	"Reedfish orthology confidence [0 low, 1 high]"	"homologs"
"mcaroli_homolog_ensembl_gene"	"Ryukyu mouse gene stable ID"	"homologs"
"mcaroli_homolog_associated_gene_name"	"Ryukyu mouse gene name"	"homologs"
"mcaroli_homolog_ensembl_peptide"	"Ryukyu mouse protein or transcript stable ID"	"homologs"
"mcaroli_homolog_chromosome"	"Ryukyu mouse chromosome/scaffold name"	"homologs"
"mcaroli_homolog_chrom_start"	"Ryukyu mouse chromosome/scaffold start (bp)"	"homologs"
"mcaroli_homolog_chrom_end"	"Ryukyu mouse chromosome/scaffold end (bp)"	"homologs"
"mcaroli_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mcaroli_homolog_subtype"	"Last common ancestor with Ryukyu mouse"	"homologs"
"mcaroli_homolog_orthology_type"	"Ryukyu mouse homology type"	"homologs"
"mcaroli_homolog_perc_id"	"%id. target Ryukyu mouse gene identical to query gene"	"homologs"
"mcaroli_homolog_perc_id_r1"	"%id. query gene identical to target Ryukyu mouse gene"	"homologs"
"mcaroli_homolog_goc_score"	"Ryukyu mouse Gene-order conservation score"	"homologs"
"mcaroli_homolog_wga_coverage"	"Ryukyu mouse Whole-genome alignment coverage"	"homologs"
"mcaroli_homolog_orthology_confidence"	"Ryukyu mouse orthology confidence [0 low, 1 high]"	"homologs"
"scerevisiae_homolog_ensembl_gene"	"Saccharomyces cerevisiae gene stable ID"	"homologs"
"scerevisiae_homolog_associated_gene_name"	"Saccharomyces cerevisiae gene name"	"homologs"
"scerevisiae_homolog_ensembl_peptide"	"Saccharomyces cerevisiae protein or transcript stable ID"	"homologs"
"scerevisiae_homolog_chromosome"	"Saccharomyces cerevisiae chromosome/scaffold name"	"homologs"
"scerevisiae_homolog_chrom_start"	"Saccharomyces cerevisiae chromosome/scaffold start (bp)"	"homologs"
"scerevisiae_homolog_chrom_end"	"Saccharomyces cerevisiae chromosome/scaffold end (bp)"	"homologs"
"scerevisiae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"scerevisiae_homolog_subtype"	"Last common ancestor with Saccharomyces cerevisiae"	"homologs"
"scerevisiae_homolog_orthology_type"	"Saccharomyces cerevisiae homology type"	"homologs"
"scerevisiae_homolog_perc_id"	"%id. target Saccharomyces cerevisiae gene identical to query gene"	"homologs"
"scerevisiae_homolog_perc_id_r1"	"%id. query gene identical to target Saccharomyces cerevisiae gene"	"homologs"
"scerevisiae_homolog_orthology_confidence"	"Saccharomyces cerevisiae orthology confidence [0 low, 1 high]"	"homologs"
"platipinna_homolog_ensembl_gene"	"Sailfin molly gene stable ID"	"homologs"
"platipinna_homolog_associated_gene_name"	"Sailfin molly gene name"	"homologs"
"platipinna_homolog_ensembl_peptide"	"Sailfin molly protein or transcript stable ID"	"homologs"
"platipinna_homolog_chromosome"	"Sailfin molly chromosome/scaffold name"	"homologs"
"platipinna_homolog_chrom_start"	"Sailfin molly chromosome/scaffold start (bp)"	"homologs"
"platipinna_homolog_chrom_end"	"Sailfin molly chromosome/scaffold end (bp)"	"homologs"
"platipinna_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"platipinna_homolog_subtype"	"Last common ancestor with Sailfin molly"	"homologs"
"platipinna_homolog_orthology_type"	"Sailfin molly homology type"	"homologs"
"platipinna_homolog_perc_id"	"%id. target Sailfin molly gene identical to query gene"	"homologs"
"platipinna_homolog_perc_id_r1"	"%id. query gene identical to target Sailfin molly gene"	"homologs"
"platipinna_homolog_goc_score"	"Sailfin molly Gene-order conservation score"	"homologs"
"platipinna_homolog_orthology_confidence"	"Sailfin molly orthology confidence [0 low, 1 high]"	"homologs"
"oarambouillet_homolog_ensembl_gene"	"Sheep gene stable ID"	"homologs"
"oarambouillet_homolog_associated_gene_name"	"Sheep gene name"	"homologs"
"oarambouillet_homolog_ensembl_peptide"	"Sheep protein or transcript stable ID"	"homologs"
"oarambouillet_homolog_chromosome"	"Sheep chromosome/scaffold name"	"homologs"
"oarambouillet_homolog_chrom_start"	"Sheep chromosome/scaffold start (bp)"	"homologs"
"oarambouillet_homolog_chrom_end"	"Sheep chromosome/scaffold end (bp)"	"homologs"
"oarambouillet_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"oarambouillet_homolog_subtype"	"Last common ancestor with Sheep"	"homologs"
"oarambouillet_homolog_orthology_type"	"Sheep homology type"	"homologs"
"oarambouillet_homolog_perc_id"	"%id. target Sheep gene identical to query gene"	"homologs"
"oarambouillet_homolog_perc_id_r1"	"%id. query gene identical to target Sheep gene"	"homologs"
"oarambouillet_homolog_goc_score"	"Sheep Gene-order conservation score"	"homologs"
"oarambouillet_homolog_wga_coverage"	"Sheep Whole-genome alignment coverage"	"homologs"
"oarambouillet_homolog_orthology_confidence"	"Sheep orthology confidence [0 low, 1 high]"	"homologs"
"cvariegatus_homolog_ensembl_gene"	"Sheepshead minnow gene stable ID"	"homologs"
"cvariegatus_homolog_associated_gene_name"	"Sheepshead minnow gene name"	"homologs"
"cvariegatus_homolog_ensembl_peptide"	"Sheepshead minnow protein or transcript stable ID"	"homologs"
"cvariegatus_homolog_chromosome"	"Sheepshead minnow chromosome/scaffold name"	"homologs"
"cvariegatus_homolog_chrom_start"	"Sheepshead minnow chromosome/scaffold start (bp)"	"homologs"
"cvariegatus_homolog_chrom_end"	"Sheepshead minnow chromosome/scaffold end (bp)"	"homologs"
"cvariegatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"cvariegatus_homolog_subtype"	"Last common ancestor with Sheepshead minnow"	"homologs"
"cvariegatus_homolog_orthology_type"	"Sheepshead minnow homology type"	"homologs"
"cvariegatus_homolog_perc_id"	"%id. target Sheepshead minnow gene identical to query gene"	"homologs"
"cvariegatus_homolog_perc_id_r1"	"%id. query gene identical to target Sheepshead minnow gene"	"homologs"
"cvariegatus_homolog_goc_score"	"Sheepshead minnow Gene-order conservation score"	"homologs"
"cvariegatus_homolog_orthology_confidence"	"Sheepshead minnow orthology confidence [0 low, 1 high]"	"homologs"
"saraneus_homolog_ensembl_gene"	"Shrew gene stable ID"	"homologs"
"saraneus_homolog_associated_gene_name"	"Shrew gene name"	"homologs"
"saraneus_homolog_ensembl_peptide"	"Shrew protein or transcript stable ID"	"homologs"
"saraneus_homolog_chromosome"	"Shrew chromosome/scaffold name"	"homologs"
"saraneus_homolog_chrom_start"	"Shrew chromosome/scaffold start (bp)"	"homologs"
"saraneus_homolog_chrom_end"	"Shrew chromosome/scaffold end (bp)"	"homologs"
"saraneus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"saraneus_homolog_subtype"	"Last common ancestor with Shrew"	"homologs"
"saraneus_homolog_orthology_type"	"Shrew homology type"	"homologs"
"saraneus_homolog_perc_id"	"%id. target Shrew gene identical to query gene"	"homologs"
"saraneus_homolog_perc_id_r1"	"%id. query gene identical to target Shrew gene"	"homologs"
"saraneus_homolog_goc_score"	"Shrew Gene-order conservation score"	"homologs"
"saraneus_homolog_orthology_confidence"	"Shrew orthology confidence [0 low, 1 high]"	"homologs"
"mpahari_homolog_ensembl_gene"	"Shrew mouse gene stable ID"	"homologs"
"mpahari_homolog_associated_gene_name"	"Shrew mouse gene name"	"homologs"
"mpahari_homolog_ensembl_peptide"	"Shrew mouse protein or transcript stable ID"	"homologs"
"mpahari_homolog_chromosome"	"Shrew mouse chromosome/scaffold name"	"homologs"
"mpahari_homolog_chrom_start"	"Shrew mouse chromosome/scaffold start (bp)"	"homologs"
"mpahari_homolog_chrom_end"	"Shrew mouse chromosome/scaffold end (bp)"	"homologs"
"mpahari_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mpahari_homolog_subtype"	"Last common ancestor with Shrew mouse"	"homologs"
"mpahari_homolog_orthology_type"	"Shrew mouse homology type"	"homologs"
"mpahari_homolog_perc_id"	"%id. target Shrew mouse gene identical to query gene"	"homologs"
"mpahari_homolog_perc_id_r1"	"%id. query gene identical to target Shrew mouse gene"	"homologs"
"mpahari_homolog_goc_score"	"Shrew mouse Gene-order conservation score"	"homologs"
"mpahari_homolog_wga_coverage"	"Shrew mouse Whole-genome alignment coverage"	"homologs"
"mpahari_homolog_orthology_confidence"	"Shrew mouse orthology confidence [0 low, 1 high]"	"homologs"
"bsplendens_homolog_ensembl_gene"	"Siamese fighting fish gene stable ID"	"homologs"
"bsplendens_homolog_associated_gene_name"	"Siamese fighting fish gene name"	"homologs"
"bsplendens_homolog_ensembl_peptide"	"Siamese fighting fish protein or transcript stable ID"	"homologs"
"bsplendens_homolog_chromosome"	"Siamese fighting fish chromosome/scaffold name"	"homologs"
"bsplendens_homolog_chrom_start"	"Siamese fighting fish chromosome/scaffold start (bp)"	"homologs"
"bsplendens_homolog_chrom_end"	"Siamese fighting fish chromosome/scaffold end (bp)"	"homologs"
"bsplendens_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"bsplendens_homolog_subtype"	"Last common ancestor with Siamese fighting fish"	"homologs"
"bsplendens_homolog_orthology_type"	"Siamese fighting fish homology type"	"homologs"
"bsplendens_homolog_perc_id"	"%id. target Siamese fighting fish gene identical to query gene"	"homologs"
"bsplendens_homolog_perc_id_r1"	"%id. query gene identical to target Siamese fighting fish gene"	"homologs"
"bsplendens_homolog_goc_score"	"Siamese fighting fish Gene-order conservation score"	"homologs"
"bsplendens_homolog_orthology_confidence"	"Siamese fighting fish orthology confidence [0 low, 1 high]"	"homologs"
"mmoschiferus_homolog_ensembl_gene"	"Siberian musk deer gene stable ID"	"homologs"
"mmoschiferus_homolog_associated_gene_name"	"Siberian musk deer gene name"	"homologs"
"mmoschiferus_homolog_ensembl_peptide"	"Siberian musk deer protein or transcript stable ID"	"homologs"
"mmoschiferus_homolog_chromosome"	"Siberian musk deer chromosome/scaffold name"	"homologs"
"mmoschiferus_homolog_chrom_start"	"Siberian musk deer chromosome/scaffold start (bp)"	"homologs"
"mmoschiferus_homolog_chrom_end"	"Siberian musk deer chromosome/scaffold end (bp)"	"homologs"
"mmoschiferus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mmoschiferus_homolog_subtype"	"Last common ancestor with Siberian musk deer"	"homologs"
"mmoschiferus_homolog_orthology_type"	"Siberian musk deer homology type"	"homologs"
"mmoschiferus_homolog_perc_id"	"%id. target Siberian musk deer gene identical to query gene"	"homologs"
"mmoschiferus_homolog_perc_id_r1"	"%id. query gene identical to target Siberian musk deer gene"	"homologs"
"mmoschiferus_homolog_goc_score"	"Siberian musk deer Gene-order conservation score"	"homologs"
"mmoschiferus_homolog_orthology_confidence"	"Siberian musk deer orthology confidence [0 low, 1 high]"	"homologs"
"choffmanni_homolog_ensembl_gene"	"Sloth gene stable ID"	"homologs"
"choffmanni_homolog_associated_gene_name"	"Sloth gene name"	"homologs"
"choffmanni_homolog_ensembl_peptide"	"Sloth protein or transcript stable ID"	"homologs"
"choffmanni_homolog_chromosome"	"Sloth chromosome/scaffold name"	"homologs"
"choffmanni_homolog_chrom_start"	"Sloth chromosome/scaffold start (bp)"	"homologs"
"choffmanni_homolog_chrom_end"	"Sloth chromosome/scaffold end (bp)"	"homologs"
"choffmanni_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"choffmanni_homolog_subtype"	"Last common ancestor with Sloth"	"homologs"
"choffmanni_homolog_orthology_type"	"Sloth homology type"	"homologs"
"choffmanni_homolog_perc_id"	"%id. target Sloth gene identical to query gene"	"homologs"
"choffmanni_homolog_perc_id_r1"	"%id. query gene identical to target Sloth gene"	"homologs"
"choffmanni_homolog_goc_score"	"Sloth Gene-order conservation score"	"homologs"
"choffmanni_homolog_orthology_confidence"	"Sloth orthology confidence [0 low, 1 high]"	"homologs"
"catys_homolog_ensembl_gene"	"Sooty mangabey gene stable ID"	"homologs"
"catys_homolog_associated_gene_name"	"Sooty mangabey gene name"	"homologs"
"catys_homolog_ensembl_peptide"	"Sooty mangabey protein or transcript stable ID"	"homologs"
"catys_homolog_chromosome"	"Sooty mangabey chromosome/scaffold name"	"homologs"
"catys_homolog_chrom_start"	"Sooty mangabey chromosome/scaffold start (bp)"	"homologs"
"catys_homolog_chrom_end"	"Sooty mangabey chromosome/scaffold end (bp)"	"homologs"
"catys_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"catys_homolog_subtype"	"Last common ancestor with Sooty mangabey"	"homologs"
"catys_homolog_orthology_type"	"Sooty mangabey homology type"	"homologs"
"catys_homolog_perc_id"	"%id. target Sooty mangabey gene identical to query gene"	"homologs"
"catys_homolog_perc_id_r1"	"%id. query gene identical to target Sooty mangabey gene"	"homologs"
"catys_homolog_goc_score"	"Sooty mangabey Gene-order conservation score"	"homologs"
"catys_homolog_orthology_confidence"	"Sooty mangabey orthology confidence [0 low, 1 high]"	"homologs"
"pcatodon_homolog_ensembl_gene"	"Sperm whale gene stable ID"	"homologs"
"pcatodon_homolog_associated_gene_name"	"Sperm whale gene name"	"homologs"
"pcatodon_homolog_ensembl_peptide"	"Sperm whale protein or transcript stable ID"	"homologs"
"pcatodon_homolog_chromosome"	"Sperm whale chromosome/scaffold name"	"homologs"
"pcatodon_homolog_chrom_start"	"Sperm whale chromosome/scaffold start (bp)"	"homologs"
"pcatodon_homolog_chrom_end"	"Sperm whale chromosome/scaffold end (bp)"	"homologs"
"pcatodon_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pcatodon_homolog_subtype"	"Last common ancestor with Sperm whale"	"homologs"
"pcatodon_homolog_orthology_type"	"Sperm whale homology type"	"homologs"
"pcatodon_homolog_perc_id"	"%id. target Sperm whale gene identical to query gene"	"homologs"
"pcatodon_homolog_perc_id_r1"	"%id. query gene identical to target Sperm whale gene"	"homologs"
"pcatodon_homolog_goc_score"	"Sperm whale Gene-order conservation score"	"homologs"
"pcatodon_homolog_wga_coverage"	"Sperm whale Whole-genome alignment coverage"	"homologs"
"pcatodon_homolog_orthology_confidence"	"Sperm whale orthology confidence [0 low, 1 high]"	"homologs"
"apolyacanthus_homolog_ensembl_gene"	"Spiny chromis gene stable ID"	"homologs"
"apolyacanthus_homolog_associated_gene_name"	"Spiny chromis gene name"	"homologs"
"apolyacanthus_homolog_ensembl_peptide"	"Spiny chromis protein or transcript stable ID"	"homologs"
"apolyacanthus_homolog_chromosome"	"Spiny chromis chromosome/scaffold name"	"homologs"
"apolyacanthus_homolog_chrom_start"	"Spiny chromis chromosome/scaffold start (bp)"	"homologs"
"apolyacanthus_homolog_chrom_end"	"Spiny chromis chromosome/scaffold end (bp)"	"homologs"
"apolyacanthus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"apolyacanthus_homolog_subtype"	"Last common ancestor with Spiny chromis"	"homologs"
"apolyacanthus_homolog_orthology_type"	"Spiny chromis homology type"	"homologs"
"apolyacanthus_homolog_perc_id"	"%id. target Spiny chromis gene identical to query gene"	"homologs"
"apolyacanthus_homolog_perc_id_r1"	"%id. query gene identical to target Spiny chromis gene"	"homologs"
"apolyacanthus_homolog_goc_score"	"Spiny chromis Gene-order conservation score"	"homologs"
"apolyacanthus_homolog_orthology_confidence"	"Spiny chromis orthology confidence [0 low, 1 high]"	"homologs"
"loculatus_homolog_ensembl_gene"	"Spotted gar gene stable ID"	"homologs"
"loculatus_homolog_associated_gene_name"	"Spotted gar gene name"	"homologs"
"loculatus_homolog_ensembl_peptide"	"Spotted gar protein or transcript stable ID"	"homologs"
"loculatus_homolog_chromosome"	"Spotted gar chromosome/scaffold name"	"homologs"
"loculatus_homolog_chrom_start"	"Spotted gar chromosome/scaffold start (bp)"	"homologs"
"loculatus_homolog_chrom_end"	"Spotted gar chromosome/scaffold end (bp)"	"homologs"
"loculatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"loculatus_homolog_subtype"	"Last common ancestor with Spotted gar"	"homologs"
"loculatus_homolog_orthology_type"	"Spotted gar homology type"	"homologs"
"loculatus_homolog_perc_id"	"%id. target Spotted gar gene identical to query gene"	"homologs"
"loculatus_homolog_perc_id_r1"	"%id. query gene identical to target Spotted gar gene"	"homologs"
"loculatus_homolog_goc_score"	"Spotted gar Gene-order conservation score"	"homologs"
"loculatus_homolog_orthology_confidence"	"Spotted gar orthology confidence [0 low, 1 high]"	"homologs"
"itridecemlineatus_homolog_ensembl_gene"	"Squirrel gene stable ID"	"homologs"
"itridecemlineatus_homolog_associated_gene_name"	"Squirrel gene name"	"homologs"
"itridecemlineatus_homolog_ensembl_peptide"	"Squirrel protein or transcript stable ID"	"homologs"
"itridecemlineatus_homolog_chromosome"	"Squirrel chromosome/scaffold name"	"homologs"
"itridecemlineatus_homolog_chrom_start"	"Squirrel chromosome/scaffold start (bp)"	"homologs"
"itridecemlineatus_homolog_chrom_end"	"Squirrel chromosome/scaffold end (bp)"	"homologs"
"itridecemlineatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"itridecemlineatus_homolog_subtype"	"Last common ancestor with Squirrel"	"homologs"
"itridecemlineatus_homolog_orthology_type"	"Squirrel homology type"	"homologs"
"itridecemlineatus_homolog_perc_id"	"%id. target Squirrel gene identical to query gene"	"homologs"
"itridecemlineatus_homolog_perc_id_r1"	"%id. query gene identical to target Squirrel gene"	"homologs"
"itridecemlineatus_homolog_goc_score"	"Squirrel Gene-order conservation score"	"homologs"
"itridecemlineatus_homolog_wga_coverage"	"Squirrel Whole-genome alignment coverage"	"homologs"
"itridecemlineatus_homolog_orthology_confidence"	"Squirrel orthology confidence [0 low, 1 high]"	"homologs"
"mspicilegus_homolog_ensembl_gene"	"Steppe mouse gene stable ID"	"homologs"
"mspicilegus_homolog_associated_gene_name"	"Steppe mouse gene name"	"homologs"
"mspicilegus_homolog_ensembl_peptide"	"Steppe mouse protein or transcript stable ID"	"homologs"
"mspicilegus_homolog_chromosome"	"Steppe mouse chromosome/scaffold name"	"homologs"
"mspicilegus_homolog_chrom_start"	"Steppe mouse chromosome/scaffold start (bp)"	"homologs"
"mspicilegus_homolog_chrom_end"	"Steppe mouse chromosome/scaffold end (bp)"	"homologs"
"mspicilegus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mspicilegus_homolog_subtype"	"Last common ancestor with Steppe mouse"	"homologs"
"mspicilegus_homolog_orthology_type"	"Steppe mouse homology type"	"homologs"
"mspicilegus_homolog_perc_id"	"%id. target Steppe mouse gene identical to query gene"	"homologs"
"mspicilegus_homolog_perc_id_r1"	"%id. query gene identical to target Steppe mouse gene"	"homologs"
"mspicilegus_homolog_goc_score"	"Steppe mouse Gene-order conservation score"	"homologs"
"mspicilegus_homolog_wga_coverage"	"Steppe mouse Whole-genome alignment coverage"	"homologs"
"mspicilegus_homolog_orthology_confidence"	"Steppe mouse orthology confidence [0 low, 1 high]"	"homologs"
"gaculeatus_homolog_ensembl_gene"	"Stickleback gene stable ID"	"homologs"
"gaculeatus_homolog_associated_gene_name"	"Stickleback gene name"	"homologs"
"gaculeatus_homolog_ensembl_peptide"	"Stickleback protein or transcript stable ID"	"homologs"
"gaculeatus_homolog_chromosome"	"Stickleback chromosome/scaffold name"	"homologs"
"gaculeatus_homolog_chrom_start"	"Stickleback chromosome/scaffold start (bp)"	"homologs"
"gaculeatus_homolog_chrom_end"	"Stickleback chromosome/scaffold end (bp)"	"homologs"
"gaculeatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"gaculeatus_homolog_subtype"	"Last common ancestor with Stickleback"	"homologs"
"gaculeatus_homolog_orthology_type"	"Stickleback homology type"	"homologs"
"gaculeatus_homolog_perc_id"	"%id. target Stickleback gene identical to query gene"	"homologs"
"gaculeatus_homolog_perc_id_r1"	"%id. query gene identical to target Stickleback gene"	"homologs"
"gaculeatus_homolog_goc_score"	"Stickleback Gene-order conservation score"	"homologs"
"gaculeatus_homolog_orthology_confidence"	"Stickleback orthology confidence [0 low, 1 high]"	"homologs"
"pabelii_homolog_ensembl_gene"	"Sumatran orangutan gene stable ID"	"homologs"
"pabelii_homolog_associated_gene_name"	"Sumatran orangutan gene name"	"homologs"
"pabelii_homolog_ensembl_peptide"	"Sumatran orangutan protein or transcript stable ID"	"homologs"
"pabelii_homolog_chromosome"	"Sumatran orangutan chromosome/scaffold name"	"homologs"
"pabelii_homolog_chrom_start"	"Sumatran orangutan chromosome/scaffold start (bp)"	"homologs"
"pabelii_homolog_chrom_end"	"Sumatran orangutan chromosome/scaffold end (bp)"	"homologs"
"pabelii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pabelii_homolog_subtype"	"Last common ancestor with Sumatran orangutan"	"homologs"
"pabelii_homolog_orthology_type"	"Sumatran orangutan homology type"	"homologs"
"pabelii_homolog_perc_id"	"%id. target Sumatran orangutan gene identical to query gene"	"homologs"
"pabelii_homolog_perc_id_r1"	"%id. query gene identical to target Sumatran orangutan gene"	"homologs"
"pabelii_homolog_goc_score"	"Sumatran orangutan Gene-order conservation score"	"homologs"
"pabelii_homolog_orthology_confidence"	"Sumatran orangutan orthology confidence [0 low, 1 high]"	"homologs"
"csyrichta_homolog_ensembl_gene"	"Tarsier gene stable ID"	"homologs"
"csyrichta_homolog_associated_gene_name"	"Tarsier gene name"	"homologs"
"csyrichta_homolog_ensembl_peptide"	"Tarsier protein or transcript stable ID"	"homologs"
"csyrichta_homolog_chromosome"	"Tarsier chromosome/scaffold name"	"homologs"
"csyrichta_homolog_chrom_start"	"Tarsier chromosome/scaffold start (bp)"	"homologs"
"csyrichta_homolog_chrom_end"	"Tarsier chromosome/scaffold end (bp)"	"homologs"
"csyrichta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"csyrichta_homolog_subtype"	"Last common ancestor with Tarsier"	"homologs"
"csyrichta_homolog_orthology_type"	"Tarsier homology type"	"homologs"
"csyrichta_homolog_perc_id"	"%id. target Tarsier gene identical to query gene"	"homologs"
"csyrichta_homolog_perc_id_r1"	"%id. query gene identical to target Tarsier gene"	"homologs"
"csyrichta_homolog_goc_score"	"Tarsier Gene-order conservation score"	"homologs"
"csyrichta_homolog_orthology_confidence"	"Tarsier orthology confidence [0 low, 1 high]"	"homologs"
"sharrisii_homolog_ensembl_gene"	"Tasmanian devil gene stable ID"	"homologs"
"sharrisii_homolog_associated_gene_name"	"Tasmanian devil gene name"	"homologs"
"sharrisii_homolog_ensembl_peptide"	"Tasmanian devil protein or transcript stable ID"	"homologs"
"sharrisii_homolog_chromosome"	"Tasmanian devil chromosome/scaffold name"	"homologs"
"sharrisii_homolog_chrom_start"	"Tasmanian devil chromosome/scaffold start (bp)"	"homologs"
"sharrisii_homolog_chrom_end"	"Tasmanian devil chromosome/scaffold end (bp)"	"homologs"
"sharrisii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"sharrisii_homolog_subtype"	"Last common ancestor with Tasmanian devil"	"homologs"
"sharrisii_homolog_orthology_type"	"Tasmanian devil homology type"	"homologs"
"sharrisii_homolog_perc_id"	"%id. target Tasmanian devil gene identical to query gene"	"homologs"
